url: https://www.hazipatika.com/taplalkozas/zoldseg_gyumolcs/cikkek/az_alma_jotekony_hatasai; time in miliseconds: 69; status: Ok
url: asd; time in miliseconds: 0; status: Error
url: https://almapatika.hu/akcios-termekek; time in miliseconds: 224; status: Ok
url: https://www.hazipatika.com/taplalkozas/zoldseg_gyumolcs/cikkek/az_alma_jotekony_hatasai; time in miliseconds: 256; status: Ok
url: asd; time in miliseconds: 0; status: Error
url: https://almapatika.hu/akcios-termekek; time in miliseconds: 265; status: Ok
url: https://www.hazipatika.com/taplalkozas/zoldseg_gyumolcs/cikkek/az_alma_jotekony_hatasai; time in miliseconds: 68; status: Ok
url: asd; time in miliseconds: 0; status: Error
url: https://almapatika.hu/akcios-termekek; time in miliseconds: 248; status: Ok
url: https://www.hazipatika.com/taplalkozas/zoldseg_gyumolcs/cikkek/az_alma_jotekony_hatasai; time in miliseconds: 268; status: Ok
url: asd; time in miliseconds: 0; status: Error
url: https://almapatika.hu/akcios-termekek; time in miliseconds: 292; status: Ok
url: https://www.hazipatika.com/taplalkozas/zoldseg_gyumolcs/cikkek/az_alma_jotekony_hatasai; time in miliseconds: 86; status: Ok
url: asd; time in miliseconds: 0; status: Error
